,idx,RECOGNIZER_DT,RECOGNIZER_ID,AURA_ID,CHANNEL_CD,CORR_ID,STATUS_CD,REASON,VERSION_ID,DURATION_NU,SCORE_NU,INPUT,OUTPUT,INTENT,ENTITIES,AURA_ID_GLOBAL,num_file
1078169,84466,2019-03-05T16:31:15.700Z,nlp-recognizer,a0d219e2-08b7-612b-9e48-4815585bcf0a,movistar-home,5d31ef57-f8f4-5cdd-9133-7749ed9db4bb,200.0,,3.0.3,83.0,0.99309504,NO ME ENTIENDES,"{""score"":0.99309504,""intent"":""tef.int.es_ES.mh.communications.ignore_calls"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.ignore_calls"",""score"":0.99309504}],""entities"":[]}",communications.ignore_calls,,d2fc0653-4580-9c8b-4107-6e9a4204b17d,23
640719,1945458,2019-01-29T18:20:53.748Z,nlp-recognizer,a130c0f7-f8ac-2024-65f0-d559d9cef8c8,movistar-home,a60d6808-3aea-5540-bc1e-59d54ca0d192,200.0,,3.0.3,72.0,0.5497904,SÚBELO HALOGEN AL CINCUENTA POR CIENTO,"{""score"":0.5497904,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0.5497904}],""entities"":[]}",None,,31d1c8a6-e253-f740-e0d7-574919d06d9e,466
135479,732714,2019-02-01T15:15:18.611Z,nlp-recognizer,cd2f7e57-d607-b65d-ccee-da6de2fd18b7,movistar-home,0222c399-1fc7-5b87-9f17-b2a9eec5dd1d,200.0,,3.0.3,48.0,0.99966675,QUIERO VER RAY DONOVAN,"{""score"":0.99966675,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.99966675}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""RAY DONOVAN"",""label"":"""",""canon"":""ray donovan"",""start_index"":11,""end_index"":22,""score"":1}]}",tv.display,RAY DONOVAN,c5c65a5f-45aa-1367-06fe-d5b1b04e98b9,180
672748,1871697,2018-12-03T19:33:56.817Z,cognitive-multiluis-recognizer,01946805-434f-8241-02dd-916f0d012706,movistar-home,3e0ffa2d-e456-5ef1-995e-0b53335c41eb,200.0,,2.5.1,15.0,1.0,QUIERO HACER UNA LLAMADA,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call"",""score"":1}],""entities"":[]}",communications.call,,,435
913112,1224726,2018-12-23T17:02:58.193Z,nlp-recognizer,ebb1b021-4338-a8fd-1ca6-b89441d250c8,movistar-plus,5df35e30-ceb1-5a39-9f5b-cdf1403f13e9,200.0,,3.0.3,47.0,0.8643018,Sevilla Sevilla,"{""score"":0.8643018,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.8643018}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Sevilla Sevilla"",""label"":"""",""canon"":""sevilla sevilla"",""start_index"":0,""end_index"":15,""score"":0.9999999999980366}]}",tv.search,Sevilla Sevilla,3c8fd182-b898-19ab-512d-b454b13d0697,280
1123433,943302,2019-03-10T14:55:48.072Z,nlp-recognizer,23363ae4-ce0e-7e5d-01fe-7614ea18a78b,movistar-plus,883e8e1e-91e0-5c45-a998-36cc946c456c,200.0,,3.0.3,28.0,1.0,Ray Donovan,"{""score"":1,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":1}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""Ray Donovan"",""label"":"""",""canon"":""ray donovan"",""start_index"":0,""end_index"":11,""score"":1}]}",tv.search,Ray Donovan,14552e10-8fd7-8787-d522-608155466cbb,249
376045,518688,2019-01-14T16:49:38.863Z,nlp-recognizer,78e5b002-be51-4afc-6ede-015e6062518d,movistar-home,fd06f202-4893-563e-8ca5-2ba86df023d9,200.0,,3.0.3,28.0,1.0,SIGUIENTE,"{""score"":1,""intent"":""tef.int.es_ES.mh.carousel.next"",""intents"":[{""intent"":""tef.int.es_ES.mh.carousel.next"",""score"":1}],""entities"":[]}",carousel.next,,d48bf067-4139-2061-da1b-c33669c3036e,119
1299231,1426737,2019-03-30T15:31:46.316Z,nlp-recognizer,60817d56-f319-ecdc-21d7-a3c68ee96a44,movistar-plus,fa586cbd-b2a0-5130-b506-ca6e788d7b04,200.0,,3.0.3,18.0,,Jugada,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,19c64005-9419-1d18-6d7d-9f5096700168,380
48910,264992,2019-02-10T20:55:16.017Z,nlp-recognizer,bcb8c590-9385-12bf-dd8a-f15a14d505a1,movistar-plus,bb18858f-048f-5896-a780-89a93ed936d1,200.0,,3.0.3,72.0,0.7758558000000001,partido del Barcelona,"{""score"":0.7758558,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.7758558}],""entities"":[{""type"":""tef.audiovisual_sports_unit"",""entity"":""partido"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":0,""end_index"":7,""score"":1.0000000000000002},{""type"":""tef.audiovisual_sports_team"",""entity"":""Barcelona"",""label"":"""",""canon"":""barcelona"",""start_index"":12,""end_index"":21,""score"":0.9999999999999998}]}",tv.search,"partido,Barcelona",6bf18e8d-8977-8d2a-314f-c335a0b68133,63
1173,6424,2019-02-01T14:34:24.311Z,nlp-recognizer,52633415-1dd2-ac9d-b749-32c7a14f781e,movistar-home,8ddf57ca-6105-5f1f-97d9-df67f7db0f47,200.0,,3.0.3,41.0,0.13472946,A LA RED JOHN,"{""score"":0.13472946,""intent"":""tef.int.es_ES.mh.tv.search_similar"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search_similar"",""score"":0.13472946}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""LA RED JOHN"",""label"":"""",""canon"":""la red john"",""start_index"":2,""end_index"":13,""score"":0.9999999913809732}]}",tv.search_similar,LA RED JOHN,61191209-e6a9-56a9-25c1-b31879fb890a,1
515512,1267924,2019-01-06T19:58:18.566Z,nlp-recognizer,622d41f1-82b7-640b-a445-0fec9f2dc44b,movistar-home,17e4013b-47f8-54fe-beb5-c0f3811b0805,200.0,,3.0.3,48.0,0.8633003,VER PARTIDO BARCELONA FOOTBALL,"{""score"":0.8633003,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.8633003}],""entities"":[{""type"":""tef.audiovisual_documental_title"",""entity"":""FOOTBALL"",""label"":"""",""canon"":""football"",""start_index"":22,""end_index"":30,""score"":0.9999999910502412},{""type"":""tef.audiovisual_sports_unit"",""entity"":""PARTIDO"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":4,""end_index"":11,""score"":1.0000000000000002},{""type"":""tef.audiovisual_sports_team"",""entity"":""BARCELONA"",""label"":"""",""canon"":""barcelona"",""start_index"":12,""end_index"":21,""score"":0.9999999999999846}]}",tv.display,"FOOTBALL,PARTIDO,BARCELONA",abb6a0b7-1852-ca02-53fe-9e3b678bd979,299
949180,615699,2018-12-26T12:08:11.979Z,nlp-recognizer,749d94ec-6fb0-4336-fdfa-e4f94ea0896b,movistar-home,22df13ad-08a8-589b-9254-522902d48bcb,200.0,,3.0.3,21.0,,VAMOS AJUSTES,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,c3f65f74-a36e-3e25-bbdb-af30b4e1d4e6,133
649711,1993609,2019-01-31T19:07:15.295Z,nlp-recognizer,ee6d693c-660e-4739-fac4-f09f18e3e578,movistar-plus,9d377adc-f321-5585-9e2f-68ebb62540e5,200.0,,3.0.3,63.0,0.8974798,Quiero ver al Madrid a qué hora dan,"{""score"":0.8974798,""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.8974798}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Madrid"",""label"":"""",""canon"":""real madrid"",""start_index"":14,""end_index"":20,""score"":0.9999999999999998}]}",tv.question_time_loc,Madrid,e01f0427-f302-aee4-c246-40f7623360ee,479
176514,953843,2019-02-09T16:47:38.940Z,nlp-recognizer,dc031ca6-67b3-9eab-b24f-5e2539263182,movistar-home,7f567a8b-5dff-572c-9faf-dc65351fed3e,200.0,,3.0.3,44.0,0.9382976999999999,PONME EL REAL MADRID ATLÉTICO DE MADRID,"{""score"":0.9382977,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9382977}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""EL REAL MADRID"",""label"":"""",""canon"":""real madrid"",""start_index"":6,""end_index"":20,""score"":0.9890486676137816},{""type"":""tef.audiovisual_sports_team"",""entity"":""ATLÉTICO DE MADRID"",""label"":"""",""canon"":""at madrid"",""start_index"":21,""end_index"":39,""score"":0.9782172669085972}]}",tv.display,"EL REAL MADRID,ATLÉTICO DE MADRID",ba9b5fe4-6c53-45a0-4f38-c739603127b6,238
319471,222823,2019-01-06T18:29:12.319Z,nlp-recognizer,0db6d3b0-ced5-dadd-9ba9-4bd008d869a3,movistar-plus,5c544bc9-d624-5240-8553-e51c002809b4,200.0,,3.0.3,106.0,0.933840036,partido Real Madrid sociedad,"{""score"":0.933840036,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.933840036}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Real Madrid"",""label"":"""",""canon"":""real madrid"",""start_index"":8,""end_index"":19,""score"":0.999999999536051},{""type"":""tef.audiovisual_sports_unit"",""entity"":""partido"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":0,""end_index"":7,""score"":0.9999999999999998},{""type"":""tef.audiovisual_subgenre"",""entity"":""sociedad"",""label"":""CS"",""canon"":""sociedad"",""start_index"":20,""end_index"":28,""score"":0.9998857281674625}]}",tv.search,"Real Madrid,partido,sociedad",f366f64c-ddb1-aef2-952f-7bcf7f4000de,49
311120,179441,2019-01-05T19:37:54.896Z,nlp-recognizer,bb2a9af1-630a-dec4-d89e-e3c996503bda,movistar-home,d08f0e86-956e-53a0-a092-fa3b6af57201,200.0,,3.0.3,40.0,0.99996376,PON TELECINCO,"{""score"":0.99996376,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.99996376}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""TELECINCO"",""label"":"""",""canon"":""telecinco"",""start_index"":4,""end_index"":13,""score"":1}]}",tv.display,TELECINCO,6b1a36f2-4b1a-93b3-e4a4-794487da205a,39
1297779,1420453,2019-03-30T14:09:46.558Z,nlp-recognizer,a00dd826-f7f5-8310-0796-0d99847999ff,movistar-home,40173bc6-93d3-570a-b824-64defb00d36a,200.0,,3.0.3,51.0,0.47405532,ME CÓMO,"{""score"":0.47405532,""intent"":""tef.int.es_ES.mh.common.help"",""intents"":[{""intent"":""tef.int.es_ES.mh.common.help"",""score"":0.47405532}],""entities"":[]}",common.help,,47612591-7e33-0987-eb97-f09bb6f6fa33,379
331744,286628,2019-01-08T16:57:27.072Z,nlp-recognizer,beb34b0f-5868-bfb9-4643-099e8d842eb3,movistar-home,114b085b-e586-519c-928d-5e3e3324715a,200.0,,3.0.3,15.0,1.0,LLAMADA PAPELES QUE SON PAGAR ILLES,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""PAPELES QUE SON PAGAR ILLES"",""label"":"""",""canon"":""papeles que son pagar illes"",""start_index"":8,""end_index"":35,""score"":1}]}",communications.call_by_name,PAPELES QUE SON PAGAR ILLES,e90820be-95df-94e2-dd46-8762d322364c,66
483335,1103528,2019-01-01T21:55:14.110Z,nlp-recognizer,882e4a4d-432a-d052-a6d8-18931c25abcf,movistar-plus,7fae22a0-2b97-57b2-8735-b1276f3bc977,200.0,,3.0.3,18.0,,Trainspotting,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,809d203f-4e6a-c9e4-a0c9-e6b52a5fb0ad,261
923626,573830,2018-12-24T13:40:19.898Z,nlp-recognizer,d99368a4-bceb-b7bd-c1d4-dbe4ba565a95,movistar-plus,242399a2-1161-5404-8c69-6e44c76007bc,200.0,,3.0.3,42.0,0.9146603999999999,No funciona movistar + en otro dispositivo,"{""score"":0.9146604,""intent"":""tef.int.es_ES.mp.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.none"",""score"":0.9146604}],""entities"":[]}",tv.none,,a0fef6f3-2a1a-6c67-52fc-b17c9be5650c,121
1234927,496663,2019-03-23T12:02:22.556Z,nlp-recognizer,2662e217-427f-033d-fc91-3206309e6637,movistar-plus,1669aa08-5b27-5b3f-aefe-bc963140da58,200.0,,3.0.3,72.0,0.9608747999999999,Grabar ciclismo milan san remo,"{""score"":0.9608748,""intent"":""tef.int.es_ES.mp.tv.record"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.9608748}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""milan"",""label"":"""",""canon"":""milan"",""start_index"":16,""end_index"":21,""score"":0.9999999999999527},{""type"":""tef.audiovisual_sports"",""entity"":""ciclismo"",""label"":""DPCM"",""canon"":""ciclismo"",""start_index"":7,""end_index"":15,""score"":1.0000000000000004},{""type"":""tef.audiovisual_tvshow_title"",""entity"":""remo"",""label"":"""",""canon"":""remo"",""start_index"":26,""end_index"":30,""score"":0.9999999991207664}]}",tv.record,"milan,ciclismo,remo",d5ec2cfa-7688-d0a2-48af-6be77a339e49,131
1204101,417588,2019-03-19T14:48:32.349Z,nlp-recognizer,b3be7c48-eb10-95b2-d0d2-de850d29938e,movistar-plus,8370c7b0-4b20-588f-89a7-07dbca69a875,200.0,,3.0.3,54.0,0.6742276999999999,Hola aurora,"{""score"":0.6742277,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.6742277}],""entities"":[{""type"":""tef.audiovisual_film_title"",""entity"":""aurora"",""label"":"""",""canon"":""aurora"",""start_index"":5,""end_index"":11,""score"":0.9999996625408263}]}",tv.search,aurora,a570de13-df8e-224b-4137-2e2361d4bf8e,108
932568,598120,2018-12-25T00:18:24.165Z,nlp-recognizer,80ab5708-d81a-3111-092d-a210c0213695,movistar-plus,93c62535-e304-5c06-91a0-3f5e7eb5ccb9,200.0,,3.0.3,45.0,0.9350554,Documentales ,"{""score"":0.9350554,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.9350554}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""Documentales"",""label"":""DC"",""canon"":""documentales"",""start_index"":0,""end_index"":12,""score"":1}]}",tv.search,Documentales,9c9d8356-7cf7-fd24-f2ba-3d3880b20b38,128
924212,575980,2018-12-24T14:23:00.677Z,nlp-recognizer,4e3dec7a-a634-0fa2-f568-9aed2cd49be3,movistar-home,78308738-fae7-5fff-ba78-8782e8d97908,200.0,,3.0.3,79.0,1.0,PONLO EN LA TV,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":1}],""entities"":[]}",tv.display,,1988d44d-8007-4f84-b5fd-42574a643c38,122
1189356,373318,2019-03-17T18:07:01.123Z,nlp-recognizer,ac53efee-5606-9dc2-a09d-c810863d3e21,movistar-plus,71f1e2d3-c322-5e3a-aac7-bae6443ca706,200.0,,3.0.3,45.0,0.48377200000000004,Recomienda película,"{""score"":0.483772,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.483772}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""película"",""label"":""CN"",""canon"":""peliculas"",""start_index"":11,""end_index"":19,""score"":1}]}",tv.search,película,e7684f0d-a1d8-fe58-1d61-6a0968fdddd1,97
1035522,1543903,2018-12-31T19:42:59.931Z,nlp-recognizer,f494444f-07f0-393f-fd5a-4689dbafd370,movistar-home,a8c4ca09-f279-5522-8ee7-9e314901548a,200.0,,3.0.3,48.0,1.0,APAGA LA TELE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.off"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.off"",""score"":1}],""entities"":[]}",tv.off,,4f686ce5-cc6a-aad9-b3f2-be4107e2e241,353
144757,783986,2019-02-03T10:39:23.183Z,nlp-recognizer,892c8c67-9158-523c-eac7-7ccf899e9704,movistar-home,7ab2376e-b8e7-5106-b918-9341a7285170,200.0,,3.0.3,37.0,1.0,CUÁL ES LA CONTRASEÑA DEL WIFI,"{""score"":1,""intent"":""tef.int.es_ES.mh.wifi.get_access"",""intents"":[{""intent"":""tef.int.es_ES.mh.wifi.get_access"",""score"":1}],""entities"":[]}",wifi.get_access,,e7086be3-6c88-a704-089c-eceb451bde51,194
1007971,778987,2018-12-29T19:58:07.895Z,nlp-recognizer,caca4123-82af-44d9-d8c1-ac7af40f0d4a,movistar-home,763a3384-36cc-514d-8f27-04aed7c22449,200.0,,3.0.3,42.0,0.46333932899999997,CANAL TELECINCO,"{""score"":0.463339329,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.463339329}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""TELECINCO"",""label"":"""",""canon"":""telecinco"",""start_index"":6,""end_index"":15,""score"":1}]}",tv.display,TELECINCO,5ea3e84c-b929-ae8e-6e2d-8955b58b6120,172
1094592,125489,2019-03-07T13:30:16.423Z,nlp-recognizer,d71bff99-33ce-bad5-c7e2-992c4d1a6ea2,movistar-home,a01eb421-0e50-5e8b-af07-8edf6c16fca5,200.0,,3.0.3,41.0,0.8979799,ASCENDER TELEVISIÓN,"{""score"":0.8979799,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.8979799}],""entities"":[{""type"":""tef.device_tv"",""entity"":""TELEVISIÓN"",""label"":"""",""canon"":""television"",""start_index"":9,""end_index"":19,""score"":1}]}",tv.search,TELEVISIÓN,0f274e52-61d9-153a-cf64-04320bac27f3,34
178625,965057,2019-02-09T20:29:44.731Z,nlp-recognizer,67476edc-2179-4d46-1b77-d06dcdef48ce,movistar-plus,e80129a7-98e5-5bc4-8761-97e95ed663da,200.0,,3.0.3,154.0,0.826337337,partido ahora,"{""score"":0.826337337,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.826337337}],""entities"":[{""type"":""tef.audiovisual_sports_unit"",""entity"":""partido"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":0,""end_index"":7,""score"":0.9999999999999998},{""type"":""tef.time_instant"",""entity"":""ahora"",""label"":"""",""canon"":""ahora"",""start_index"":8,""end_index"":13,""score"":0.9999999999998307}]}",tv.search,"partido,ahora",df02c7dc-1076-067f-a76a-d89f57c4dcb6,241
743176,48288,2018-12-14T14:43:42.692Z,nlp-recognizer,4ea3ea3e-7f78-b219-6460-6e9308cbd8df,movistar-home,c588641d-664e-5fdf-b3d8-0bfbc2eb0595,200.0,,3.0.2,81.0,0.9807161,QUÉ TIENES,"{""score"":0.9807161,""intent"":""tef.int.es_ES.mh.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.none"",""score"":0.9807161}],""entities"":[]}",tv.none,,52854469-310d-b229-bd21-18f1c0bce736,12
249196,1349124,2019-02-24T01:44:44.273Z,nlp-recognizer,5f53af23-81de-f6d4-b18a-64a4fdf59cd6,movistar-home,df71f2bc-843a-505d-821f-a810704114c0,200.0,,3.0.3,16.0,1.0,APAGA LA TELEVISIÓN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.off"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.off"",""score"":1}],""entities"":[]}",tv.off,,81365fe6-4475-24d7-5f14-db4d621cbf7c,335
1247608,522720,2019-03-24T17:53:49.652Z,nlp-recognizer,f41e62dd-4611-4dc0-c00b-2bd1d29203c6,movistar-home,14a7ad03-8e66-500b-a5a0-4176875cfeaf,200.0,,3.0.3,57.0,0.651694953,VAMOS A VERLO UNA PALABRA,"{""score"":0.651694953,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0.651694953}],""entities"":[]}",None,,947c8a6f-7fc5-73ed-9d3b-f6efca4e31ca,138
300299,125220,2019-01-04T09:02:49.182Z,nlp-recognizer,bdc285b3-00f2-bf77-e50e-0f6da279ba14,movistar-home,7e49b901-714c-5539-b7b3-7ab7bd920cf0,200.0,,3.0.3,17.0,1.0,QUIERO AÑADIR UN CONTACTO,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.add_contact"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.add_contact"",""score"":1}],""entities"":[]}",communications.add_contact,,7148bdae-deed-4b0a-0cf1-d7c87aa89361,26
599933,1718936,2019-01-22T19:11:51.555Z,nlp-recognizer,f921636e-5e83-c9a6-2e9e-e049420ecb2c,movistar-home,44825a40-b611-5368-97d6-e2e36114513f,200.0,,3.0.3,70.0,0.620274544,LO DE GRANADA,"{""score"":0.620274544,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.620274544}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""GRANADA"",""label"":"""",""canon"":""granada"",""start_index"":6,""end_index"":13,""score"":1}]}",tv.search,GRANADA,eda61f8d-7587-a318-4503-195c3db2ee02,416
740883,884279,2018-12-14T10:37:48.972Z,nlp-recognizer,dd42635f-cd2c-bde3-f9e0-ecd997512e2a,movistar-plus,90f37c5a-5b2e-5a82-949b-239b82395551,200.0,,3.0.2,19.0,,Var,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,fb4e4912-5316-25e3-14f4-7e3a1b8db2bf,199
290684,75732,2019-01-02T22:30:17.055Z,nlp-recognizer,272dadea-ed28-64b3-f29d-9f0265c82c22,movistar-plus,dc671785-2da7-5daa-9e23-25636c3c326c,200.0,,3.0.3,49.0,0.587058544,Goles premier league,"{""score"":0.587058544,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.587058544}],""entities"":[{""type"":""tef.audiovisual_sports_season"",""entity"":""premier league"",""label"":""PREMIER LEAGUE"",""canon"":""premier league"",""start_index"":6,""end_index"":20,""score"":0.9999999999999992}]}",tv.search,premier league,ec64ae53-3f3d-092b-f9e6-eb54c5e53109,15
877747,1148818,2018-12-21T17:53:31.969Z,nlp-recognizer,5bd3b674-1340-574d-e6d5-0daed62d64d2,movistar-home,479db75e-abee-554c-8569-5b41ce3a7f4c,200.0,,3.0.3,18.0,1.0,ENCIENDE LA TELEVISIÓN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.on"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.on"",""score"":1}],""entities"":[]}",tv.on,,a8e2678b-fdb8-338a-5cad-20a08b363997,262
217161,1172935,2019-02-17T14:04:05.094Z,nlp-recognizer,63631f17-bd9e-4072-2dfb-2f5ee0b2a204,movistar-home,20440977-212a-560d-85a3-975eb2050a7b,200.0,,3.0.3,16.0,1.0,SUBE EL VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_up"",""score"":1}],""entities"":[]}",tv.volume_up,,b657ec0a-a218-ca8f-dbdd-676d0b87dd3a,292
978272,698999,2018-12-27T23:28:27.516Z,nlp-recognizer,8abaa793-7cc4-7669-59f4-4e5654307606,movistar-home,c84ee1f8-f13f-5e01-84e4-39f559badf1f,200.0,,3.0.3,19.0,,EL AZAR DISPOSITIVO INALÁMBRICA BLUETOOTH,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,0f74e170-379d-d8e4-aa41-f89655a561c8,153
1295510,1412557,2019-03-30T11:03:33.946Z,nlp-recognizer,85e98259-ac75-fc28-ff01-827b6b6c7e8e,movistar-home,10293e3e-11d4-5720-b494-36ea0366e32e,200.0,,3.0.3,155.0,1.0,QUIERO LLAMAR A LA ISLA DE TELÉFONO,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""ISLA DE TELÉFONO"",""label"":"""",""canon"":""isla de telefono"",""start_index"":19,""end_index"":35,""score"":1}]}",communications.call_by_name,ISLA DE TELÉFONO,b2c34da6-64ab-82bb-1db8-6d20464626ba,377
1188766,371339,2019-03-17T17:21:52.190Z,nlp-recognizer,a21f51b0-6313-f424-aa29-2574067fd003,movistar-home,4468d1db-2993-5e42-ad8e-98341dfb6918,200.0,,3.0.3,101.0,0.999978542,PON EL PARTIDAZO,"{""score"":0.999978542,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.999978542}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""PARTIDAZO"",""label"":"""",""canon"":""movistar partidazo"",""start_index"":7,""end_index"":16,""score"":1}]}",tv.display,PARTIDAZO,0d110263-abb3-0335-a521-fa22fb99335a,96
